HOME_TEAM_HOME_WINS,HOME_TEAM_ROAD_WINS,AWAY_TEAM_HOME_WINS,AWAY_TEAM_ROAD_WINS,HOME_TEAM_HTH_RECORD,AWAY_TEAM_HTH_RECORD,HOME_TEAM_FORM_0,AWAY_TEAM_FORM_0,HOME_TEAM_FORM_1,AWAY_TEAM_FORM_1,HOME_TEAM_FORM_2,AWAY_TEAM_FORM_2,HOME_TEAM_WIN_RECORD,AWAY_TEAM_WIN_RECORD,HOME_TEAM_PPG,HOME_TEAM_PAPG,AWAY_TEAM_PPG,AWAY_TEAM_PAPG,HOME_TEAM_WINS
0.375,0.375,0.625,0.571,2,0,0,1,0,0,0,0,4,7,105,115,109,105,0
0.556,0.5,0.571,0.25,2,0,0,0,1,1,1,0,6,4,106,100,111,116,0
0.75,0.429,0.429,0.429,2,0,1,0,1,0,1,0,7,4,101,100,105,108,0
0.667,0.167,0.5,0.429,1,1,0,1,0,0,0,1,5,5,99,100,103,104,0
0.25,0.25,0.444,0.429,0,2,1,0,0,1,0,0,2,5,99,107,110,114,0
0.667,0.429,0.625,0.625,0,2,1,1,1,1,0,0,7,8,106,105,110,106,1
0.625,0.75,0.5,0.556,2,0,1,0,1,1,1,1,9,6,119,107,107,107,1
0.571,0.778,0.625,0.571,2,2,1,1,1,0,1,1,9,7,110,104,101,98,1
0.429,0.5,0.556,0.286,1,1,1,0,0,0,0,1,5,5,104,106,104,107,1
0.333,0.6,0.444,0.5,1,3,0,0,1,0,1,0,6,5,107,107,107,105,1
0.667,0.333,0.429,0.25,0,2,0,1,1,1,1,0,6,3,105,106,95,104,1
0.333,0.375,0.714,0.5,2,2,0,0,0,1,0,1,4,7,106,116,108,111,1
0.667,0.429,0.286,0.286,1,1,0,0,1,0,1,0,7,2,100,100,93,101,1
0.6,0.167,0.571,0.333,1,1,0,1,0,0,0,1,5,5,97,99,111,114,1
0.5,0.571,0.167,0.3,2,2,1,0,0,0,1,1,6,2,111,108,103,110,1
0.75,0.778,0.714,0.5,1,3,1,1,1,1,1,0,11,7,102,94,110,105,1
0.778,0.571,0.5,0.5,2,2,1,1,1,1,1,0,9,6,106,101,101,102,1
0.571,0.4,0.625,0.778,1,1,1,1,0,1,0,1,6,10,109,108,110,103,0
0.571,0.333,0.222,0.25,4,0,1,0,0,1,0,0,5,2,103,98,99,107,1
0.667,0.75,0.625,0.556,2,0,1,0,1,1,1,1,10,8,120,108,110,107,1
0.444,0.429,0.5,0.5,2,0,0,0,0,0,0,1,5,6,107,105,107,109,0
0.5,0.5,0.625,0.5,1,1,1,0,1,1,0,0,6,7,103,105,101,99,1
0.429,0.6,0.167,0.273,0,2,1,0,0,0,1,0,7,2,107,107,102,110,1
0.7,0.333,0.444,0.5,0,4,1,1,0,0,1,1,7,6,106,105,110,113,0
0.4,0.375,0.556,0.25,3,1,1,0,0,0,0,0,5,5,107,116,103,106,0
0.5,0.5,0.7,0.429,3,1,0,1,0,1,1,1,6,8,105,100,107,105,1
0.636,0.167,0.714,0.444,3,1,1,0,0,0,0,1,6,7,98,99,108,111,0
0.556,0.571,0.429,0.222,1,1,1,0,1,1,0,1,7,3,111,107,94,105,1
0.571,0.3,0.778,0.778,2,2,0,1,1,1,0,1,5,12,110,114,102,94,0
0.222,0.222,0.7,0.429,0,4,0,1,0,0,1,1,2,8,99,107,103,99,0
0.625,0.8,0.714,0.444,2,0,1,0,1,1,1,1,11,7,111,102,108,104,0
0.167,0.25,0.429,0.2,1,1,0,0,0,0,0,1,2,3,102,110,94,105,1
0.714,0.222,0.444,0.556,1,3,0,1,0,1,0,0,5,7,103,104,109,112,0
0.556,0.333,0.5,0.545,1,1,1,1,0,0,0,0,6,7,103,105,108,109,0
0.625,0.444,0.5,0.4,2,0,0,0,0,1,1,0,7,6,101,99,108,109,0
0.5,0.444,0.6,0.571,2,2,0,1,1,1,1,1,6,8,101,103,111,105,0
0.556,0.5,0.8,0.571,1,3,1,1,1,1,1,1,7,10,104,105,106,101,1
0.714,0.5,0.7,0.5,0,3,1,1,0,1,0,0,8,9,108,110,102,99,1
0.5,0.6,0.714,0.5,0,2,1,1,1,0,0,1,8,8,107,107,110,105,0
0.636,0.333,0.583,0.167,1,1,0,0,1,1,0,0,7,6,106,104,98,100,1
0.625,0.333,0.286,0.25,0,2,1,0,1,0,0,0,6,2,103,98,93,103,1
0.545,0.5,0.625,0.5,1,1,1,0,0,0,0,1,7,8,105,99,109,107,1
0.778,0.8,0.7,0.75,1,1,1,1,1,1,1,1,13,11,102,94,119,107,1
0.364,0.375,0.556,0.8,1,2,0,0,1,1,0,1,5,11,106,115,111,104,0
0.5,0.3,0.583,0.143,1,1,0,0,0,0,1,1,5,6,110,114,98,100,1
0.286,0.222,0.625,0.222,1,3,0,0,0,0,0,0,2,5,92,102,103,105,1
0.444,0.6,0.4,0.429,2,0,1,0,1,0,1,0,8,5,110,112,107,106,1
0.2,0.222,0.75,0.5,4,0,0,1,0,1,0,0,2,9,98,107,108,108,0
0.7,0.375,0.444,0.6,1,2,0,0,1,1,1,1,8,8,105,104,108,108,1
0.5,0.455,0.8,0.5,3,1,1,0,0,1,1,1,7,10,108,109,105,101,1
0.5,0.333,0.333,0.375,1,3,0,0,1,0,0,1,6,5,103,106,106,116,0
0.429,0.182,0.583,0.5,0,4,0,1,0,1,0,0,3,8,93,107,104,98,1
0.7,0.444,0.667,0.333,2,2,0,1,1,1,1,1,9,7,101,98,103,97,1
0.714,0.545,0.667,0.333,3,1,1,1,1,0,0,1,9,8,111,105,106,104,1
0.6,0.625,0.444,0.444,2,2,1,0,1,0,1,1,9,6,110,105,101,103,0
0.286,0.25,0.8,0.8,3,1,1,1,0,1,0,1,3,14,104,108,102,94,0
0.625,0.2,0.4,0.375,0,2,0,0,0,0,0,0,5,5,104,106,107,106,1
0.182,0.222,0.6,0.5,1,1,0,1,0,1,0,1,2,8,98,107,103,104,1
0.556,0.444,0.556,0.818,2,2,0,1,0,0,0,1,7,12,102,101,113,105,0
0.625,0.455,0.583,0.125,2,0,0,0,0,0,0,0,8,6,108,107,99,101,0
0.5,0.583,0.7,0.667,0,2,1,0,1,1,0,1,8,11,108,109,117,106,0
0.583,0.429,0.5,0.182,4,0,0,1,1,0,1,0,8,4,103,98,93,105,1
0.556,0.3,0.7,0.7,0,2,1,1,0,0,0,1,6,12,110,113,117,107,0
0.455,0.333,0.727,0.375,1,3,0,1,0,0,1,1,6,9,104,107,108,105,1
0.444,0.5,0.556,0.455,2,2,1,1,0,1,0,0,7,8,100,102,108,108,0
0.75,0.545,0.8,0.444,0,2,1,0,1,0,1,1,10,10,108,107,105,101,0
0.333,0.444,0.375,0.222,1,1,1,1,0,0,0,0,6,3,107,116,94,104,1
0.75,0.545,0.545,0.625,4,0,1,0,1,1,1,1,10,9,111,104,109,104,1
0.667,0.2,0.667,0.545,2,0,1,0,0,1,0,1,6,10,104,105,107,107,1
0.25,0.222,0.8,0.818,2,0,1,1,0,1,0,1,3,15,98,105,102,94,0
0.8,0.5,0.5,0.6,3,1,1,1,0,1,0,1,11,9,105,101,110,112,0
0.5,0.444,0.615,0.429,2,2,0,1,0,0,0,1,7,9,100,101,103,97,0
0.6,0.444,0.545,0.556,1,3,0,0,1,0,1,1,8,9,102,104,108,103,0
0.444,0.545,0.667,0.3,1,2,0,0,0,1,1,1,8,7,108,110,102,97,1
0.667,0.286,0.4,0.333,0,2,0,0,1,0,0,0,8,5,104,104,106,106,1
0.556,0.455,0.556,0.5,1,3,0,1,0,1,0,1,8,9,107,108,109,107,0
0.429,0.583,0.583,0.222,0,2,0,1,1,0,1,0,8,7,109,110,100,100,1
0.5,0.167,0.727,0.333,3,0,0,0,1,1,0,0,4,9,92,105,108,106,0
0.727,0.444,0.25,0.25,2,0,1,0,0,1,1,0,10,3,101,99,103,108,1
0.5,0.333,0.375,0.2,0,2,1,0,0,1,0,0,7,3,105,107,95,104,1
0.25,0.231,0.4,0.3,1,1,0,0,0,0,1,0,3,5,102,107,104,106,0
0.7,0.2,0.545,0.6,2,2,1,1,1,0,0,0,7,10,105,105,107,102,1
0.5,0.636,0.5,0.3,3,1,1,0,1,1,1,0,10,6,110,110,110,113,1
0.556,0.833,0.727,0.4,0,3,1,1,1,0,0,1,13,10,112,104,108,106,1
0.455,0.444,0.231,0.222,1,3,0,0,0,1,0,0,7,3,100,101,99,105,0
0.4,0.5,0.8,0.833,0,3,0,1,1,1,0,1,7,16,100,103,102,94,1
0.667,0.5,0.5,0.455,0,2,0,0,0,0,1,0,10,8,107,107,106,108,1
0.5,0.545,0.75,0.444,1,3,1,1,0,1,0,0,9,11,108,110,101,98,1
0.692,0.286,0.778,0.545,1,3,1,1,0,1,1,1,9,11,104,103,110,103,1
0.667,0.273,0.7,0.727,0,3,0,1,0,1,1,0,7,13,103,98,117,107,1
0.5,0.583,0.615,0.5,1,1,1,1,0,1,1,0,9,10,108,108,102,97,1
0.385,0.444,0.545,0.444,0,2,1,0,1,0,0,1,7,8,107,115,101,104,0
0.444,0.167,0.538,0.333,4,0,0,1,0,1,1,0,4,8,93,105,105,106,1
0.583,0.2,0.375,0.182,1,1,0,0,1,0,0,1,7,3,99,101,95,104,1
0.222,0.231,0.714,0.286,2,2,0,1,0,1,0,0,3,10,102,108,104,103,1
0.8,0.769,0.5,0.417,2,2,0,0,1,0,1,0,16,8,102,95,107,109,1
0.5,0.273,0.615,0.444,0,2,0,0,0,1,1,1,6,10,110,114,101,97,0
0.545,0.636,0.727,0.2,3,1,1,1,1,1,1,1,11,8,111,110,106,106,1
0.727,0.364,0.417,0.444,1,3,0,0,1,0,0,0,10,7,108,107,99,100,1
0.7,0.667,0.375,0.167,2,0,0,0,1,0,1,0,13,3,116,107,94,105,1
0.556,0.538,0.778,0.5,1,3,1,0,1,1,1,1,10,11,108,107,109,103,1
0.7,0.5,0.455,0.5,1,1,1,1,0,0,0,1,11,8,108,108,100,102,0
0.7,0.273,0.727,0.5,1,1,1,0,0,1,0,0,8,11,103,98,104,102,0
0.357,0.444,0.545,0.545,2,2,0,1,1,1,1,0,7,10,107,115,108,109,0
0.3,0.231,0.778,0.462,1,3,1,0,0,0,0,1,4,11,103,108,109,103,0
0.727,0.182,0.75,0.4,1,1,0,0,1,1,1,1,8,11,106,106,100,98,0
0.231,0.3,0.636,0.273,0,4,1,0,0,1,1,0,4,8,98,105,103,98,1
0.727,0.667,0.545,0.583,3,0,1,1,0,1,1,1,14,11,117,106,108,108,1
0.6,0.833,0.714,0.25,1,1,1,0,1,1,1,1,14,10,113,103,104,104,1
0.6,0.538,0.818,0.769,3,1,1,1,1,0,1,1,11,17,108,107,103,95,0
0.556,0.583,0.5,0.385,1,3,1,0,1,0,0,0,10,8,108,107,107,109,1
0.5,0.167,0.4,0.364,1,3,1,1,0,0,0,0,5,6,94,105,105,106,0
0.615,0.2,0.545,0.5,2,0,1,1,0,0,1,0,8,9,100,100,102,104,1
0.545,0.545,0.615,0.5,0,2,0,1,1,0,0,1,10,11,108,104,102,98,0
0.375,0.154,0.455,0.545,0,4,0,1,0,1,0,0,3,9,94,107,100,102,0
0.417,0.4,0.455,0.273,2,0,0,0,0,0,0,0,7,6,99,101,111,114,0
0.636,0.5,0.333,0.444,2,2,0,0,1,0,0,1,11,7,107,108,107,115,1
0.818,0.786,0.727,0.545,2,2,1,1,1,0,0,1,18,12,103,95,103,101,0
0.75,0.667,0.455,0.167,4,0,1,0,1,1,0,0,15,5,117,106,94,105,0
0.636,0.833,0.455,0.333,0,2,1,1,1,0,1,0,15,7,113,103,110,113,1
0.545,0.538,0.5,0.357,3,1,0,0,1,0,1,0,11,8,108,107,107,110,1
0.4,0.417,0.538,0.3,4,0,1,0,1,1,0,1,7,8,105,105,105,107,1
0.714,0.222,0.615,0.545,1,1,0,1,0,1,1,0,10,12,104,104,103,99,0
0.6,0.583,0.583,0.636,0,4,1,1,1,1,1,1,11,12,109,107,110,110,0
0.75,0.455,0.286,0.3,4,0,1,1,0,1,1,0,12,5,100,98,98,104,1
0.333,0.154,0.333,0.4,1,1,0,0,0,0,0,0,3,7,94,106,107,115,0
0.583,0.667,0.455,0.583,1,2,1,1,1,1,1,1,13,10,110,109,100,102,1
0.667,0.5,0.5,0.545,1,1,1,0,0,0,1,1,12,10,108,108,108,104,0
0.455,0.231,0.545,0.455,2,0,1,0,0,1,1,0,6,9,95,105,102,105,0
0.643,0.2,0.75,0.364,4,0,1,1,1,0,0,1,9,11,101,100,107,106,1
0.286,0.273,0.455,0.308,2,0,0,0,1,1,1,0,5,7,99,104,110,113,0
0.727,0.583,0.333,0.455,2,0,1,1,1,0,0,0,13,8,104,102,106,115,1
0.667,0.833,0.583,0.538,1,1,1,1,1,0,1,1,16,12,113,103,108,107,1
0.538,0.273,0.692,0.667,1,3,0,0,0,1,1,1,8,15,105,107,116,106,0
0.545,0.538,0.615,0.5,2,2,0,0,1,1,1,0,11,12,108,108,107,107,0
0.667,0.222,0.455,0.538,1,3,0,0,0,1,0,1,10,10,104,104,100,102,1
0.5,0.333,0.636,0.25,0,2,0,0,0,0,0,1,8,8,107,111,102,98,1
0.545,0.583,0.5,0.583,0,4,0,1,1,0,1,0,11,11,108,107,107,103,1
0.769,0.455,0.385,0.4,4,0,1,0,1,0,0,0,13,7,101,98,98,100,1
0.778,0.5,0.667,0.182,2,1,1,0,0,0,0,1,12,8,109,102,105,106,1
0.273,0.231,0.615,0.667,0,3,0,1,1,1,0,1,4,14,102,108,110,108,0
0.75,0.786,0.583,0.583,4,0,0,1,1,0,1,1,18,12,103,96,109,108,1
0.75,0.333,0.3,0.154,1,1,0,0,1,0,0,0,11,3,106,106,94,106,1
0.455,0.417,0.667,0.2,2,1,1,1,1,1,1,1,8,10,105,106,101,99,0
0.615,0.583,0.545,0.5,1,1,1,1,1,0,1,1,13,10,103,98,102,104,0
0.3,0.143,0.417,0.231,2,0,0,0,0,1,0,0,3,6,95,106,94,105,0
0.385,0.364,0.786,0.455,0,4,0,1,0,1,0,1,7,14,98,101,101,98,0
0.455,0.5,0.667,0.167,2,2,0,0,0,0,1,0,10,8,100,102,105,107,1
0.636,0.231,0.615,0.538,3,1,0,1,0,0,0,1,8,13,102,99,107,107,1
0.545,0.333,0.692,0.692,0,2,1,1,0,0,0,1,9,16,107,110,117,107,0
0.8,0.5,0.583,0.5,3,1,1,0,1,1,0,0,13,12,110,103,108,107,1
0.667,0.273,0.5,0.538,2,2,1,0,1,0,1,1,11,11,102,99,107,108,1
0.5,0.538,0.75,0.583,3,1,0,1,1,1,0,1,11,14,107,104,105,102,1
0.769,0.786,0.333,0.417,2,0,1,0,0,1,1,0,19,8,104,96,106,115,1
0.455,0.357,0.25,0.231,1,2,1,0,0,0,1,1,8,4,110,113,102,108,0
0.615,0.692,0.357,0.364,1,1,1,0,1,0,1,0,15,7,111,108,97,100,1
0.267,0.273,0.417,0.417,1,3,0,0,0,1,1,1,5,8,99,104,105,107,1
0.769,0.333,0.5,0.273,3,1,1,0,0,0,1,0,12,8,106,106,106,108,1
0.545,0.538,0.417,0.286,0,2,1,1,1,0,0,1,11,7,102,103,95,105,1
0.583,0.538,0.75,0.538,0,4,0,0,1,1,0,1,12,14,108,108,105,102,1
0.571,0.583,0.5,0.5,3,1,0,0,1,0,1,0,13,11,102,98,107,109,0
0.5,0.25,0.692,0.833,0,4,0,1,0,1,0,1,8,17,106,108,113,103,0
0.5,0.5,0.692,0.714,0,2,1,1,0,1,0,0,11,17,100,102,118,107,0
0.615,0.5,0.417,0.385,1,3,0,0,1,0,0,1,13,8,107,107,104,107,1
0.688,0.222,0.5,0.333,1,2,1,0,0,1,0,0,11,9,104,103,108,111,0
0.667,0.231,0.786,0.5,2,2,1,1,0,1,0,1,9,15,102,99,101,97,1
0.25,0.286,0.417,0.357,2,1,1,0,0,1,0,0,5,8,103,108,109,113,0
0.786,0.786,0.583,0.538,3,1,1,1,1,1,0,1,20,12,104,97,103,103,1
0.273,0.143,0.643,0.692,3,1,0,1,0,1,0,1,3,16,95,106,111,108,0
0.667,0.154,0.5,0.375,3,1,0,1,0,0,0,1,8,10,105,107,108,111,1
0.312,0.273,0.786,0.333,3,1,1,1,0,1,0,0,6,13,99,103,106,106,1
0.583,0.467,0.647,0.222,3,0,0,0,0,1,1,0,12,11,108,108,104,103,1
0.357,0.333,0.643,0.5,2,2,0,1,0,0,0,1,7,14,98,101,107,107,1
0.5,0.533,0.692,0.733,0,3,1,1,0,1,0,1,12,18,108,109,118,106,0
0.615,0.538,0.333,0.385,2,0,1,0,0,0,1,1,13,8,108,107,107,115,0
0.786,0.462,0.75,0.5,2,0,0,0,1,0,1,1,15,14,100,97,105,102,1
0.688,0.273,0.538,0.538,1,1,1,1,1,0,1,1,12,12,103,100,107,103,1
0.692,0.231,0.706,0.273,4,0,1,1,1,1,0,1,10,13,102,99,103,98,1
0.533,0.583,0.538,0.5,2,0,0,0,0,1,1,0,13,12,103,100,106,104,0
0.818,0.5,0.333,0.429,1,1,1,1,1,0,1,0,14,9,110,103,107,115,1
0.8,0.786,0.353,0.273,0,2,1,1,1,1,1,0,21,7,104,97,100,103,1
0.692,0.154,0.692,0.75,0,2,1,1,0,1,0,1,9,19,105,106,118,107,0
0.643,0.714,0.417,0.267,2,0,1,0,1,1,1,0,17,7,111,108,95,105,1
0.615,0.467,0.25,0.143,1,3,1,0,0,0,0,0,13,3,108,107,95,107,1
0.417,0.357,0.643,0.467,3,1,0,0,0,1,0,0,8,14,104,107,107,106,0
0.583,0.5,0.75,0.467,1,3,0,0,1,0,1,0,12,14,103,104,104,102,1
0.462,0.533,0.786,0.308,2,1,0,0,1,1,0,1,12,13,108,110,106,107,1
0.647,0.2,0.4,0.333,0,2,0,1,0,0,1,0,11,8,104,104,98,101,1
0.5,0.353,0.231,0.286,2,2,0,0,1,1,0,0,10,5,107,111,102,108,1
0.8,0.462,0.462,0.5,2,0,1,0,0,1,1,0,16,11,100,97,100,103,1
0.417,0.4,0.714,0.231,1,1,1,1,0,1,1,1,9,11,109,112,102,98,1
0.571,0.538,0.467,0.25,1,1,0,0,1,0,0,0,13,8,108,108,105,109,0
0.333,0.4,0.538,0.533,0,2,0,1,1,0,0,1,9,13,107,115,106,103,0
0.706,0.25,0.692,0.846,2,2,0,1,1,1,1,1,13,18,103,98,114,102,0
0.643,0.154,0.25,0.133,3,1,0,0,1,0,0,0,9,3,104,106,95,106,0
0.75,0.438,0.692,0.765,1,1,0,1,0,1,0,1,14,20,104,102,117,106,0
0.643,0.467,0.667,0.714,1,3,1,1,1,1,0,1,14,18,108,107,111,107,1
0.4,0.308,0.833,0.5,0,2,0,1,1,1,0,1,8,15,97,100,111,104,0
0.615,0.5,0.353,0.25,1,1,1,0,0,1,1,1,13,7,103,104,100,103,1
0.5,0.533,0.417,0.25,4,0,1,0,0,0,1,1,13,7,109,110,95,105,0
0.538,0.353,0.786,0.286,2,0,1,0,0,0,1,1,11,13,107,110,107,107,0
0.812,0.462,0.812,0.786,2,0,1,1,1,1,0,1,17,22,101,97,104,97,1
0.231,0.267,0.5,0.353,2,2,0,0,0,1,1,0,5,11,102,108,106,110,1
0.462,0.4,0.462,0.467,1,3,1,0,1,0,0,1,10,11,109,111,100,104,0
0.25,0.188,0.667,0.2,1,3,1,1,0,0,0,0,4,12,96,107,103,103,1
0.6,0.154,0.467,0.308,2,0,0,1,0,0,1,0,9,9,104,106,105,109,0
0.667,0.667,0.533,0.538,4,0,0,0,1,0,1,1,18,13,110,107,108,108,1
0.385,0.357,0.538,0.562,2,0,0,1,0,1,0,0,8,14,104,107,106,103,1
0.375,0.308,0.714,0.214,1,2,0,0,0,1,1,1,8,11,98,101,101,98,0
0.643,0.5,0.667,0.25,0,2,1,0,1,0,0,1,14,13,103,103,103,99,1
0.312,0.4,0.824,0.462,0,4,0,1,0,1,1,1,9,18,107,115,101,97,0
0.5,0.583,0.692,0.857,2,2,0,1,0,1,0,1,13,19,102,100,114,102,0
0.692,0.438,0.812,0.733,2,2,0,0,0,1,0,1,14,22,104,102,104,97,0
0.667,0.467,0.786,0.333,1,1,1,1,1,0,1,0,15,14,108,107,106,106,1
0.643,0.5,0.353,0.231,0,4,1,0,0,0,1,1,15,7,107,106,100,103,1
0.467,0.533,0.533,0.5,1,1,0,0,1,0,0,0,13,13,109,110,107,107,1
0.667,0.182,0.286,0.267,2,2,0,1,1,0,0,0,12,6,103,103,103,108,1
0.417,0.294,0.833,0.533,2,0,1,1,0,1,0,1,8,16,96,105,111,104,0
0.308,0.188,0.812,0.75,1,2,1,1,1,0,0,1,5,23,96,106,103,96,1
0.692,0.778,0.471,0.583,3,1,1,0,1,0,1,0,21,13,117,106,103,101,1
0.692,0.867,0.5,0.533,3,1,1,1,1,0,1,1,20,14,114,103,110,110,1
0.429,0.357,0.833,0.562,0,2,1,1,0,1,0,1,9,17,105,107,111,103,1
0.353,0.308,0.462,0.5,1,1,0,1,0,0,0,0,8,12,98,101,100,103,0
0.714,0.267,0.562,0.154,2,0,1,0,0,0,1,0,12,9,101,98,104,106,0
0.429,0.4,0.538,0.529,0,3,0,0,1,1,1,1,10,14,108,111,106,104,1
0.688,0.667,0.286,0.25,3,0,1,0,0,1,1,0,19,6,110,107,103,108,1
0.353,0.214,0.824,0.5,0,4,0,1,0,1,0,1,7,19,100,103,101,97,1
0.643,0.438,0.786,0.312,0,2,0,0,0,1,0,0,14,14,103,102,107,107,0
0.667,0.5,0.533,0.467,1,1,1,0,1,0,0,0,16,13,107,106,108,108,0
0.684,0.182,0.467,0.357,2,0,1,1,0,1,1,0,13,10,104,103,106,108,1
0.385,0.294,0.294,0.4,3,1,0,0,1,0,0,0,8,9,96,105,107,115,1
0.812,0.706,0.786,0.353,2,0,0,1,1,0,0,1,23,15,103,97,107,106,1
0.357,0.188,0.667,0.231,1,1,1,0,1,0,1,0,6,13,97,105,103,99,1
0.714,0.867,0.562,0.214,1,1,1,1,1,0,1,0,21,10,115,104,105,106,1
0.688,0.467,0.667,0.267,1,1,1,0,1,1,1,0,16,12,109,107,101,99,0
0.462,0.529,0.471,0.538,1,1,1,0,1,0,0,0,13,13,100,102,103,101,0
0.5,0.5,0.667,0.5,1,1,0,1,1,1,0,1,14,15,110,111,103,103,1
0.5,0.333,0.467,0.357,0,2,0,1,0,1,1,0,11,10,106,110,104,107,0
0.294,0.375,0.833,0.529,1,1,0,0,0,1,0,1,9,17,106,114,110,103,0
0.538,0.5,0.333,0.308,1,1,0,0,0,0,1,0,14,8,106,103,97,101,1
0.286,0.235,0.6,0.438,3,1,0,0,0,0,1,0,6,14,103,109,102,102,0
0.467,0.4,0.7,0.182,2,2,1,1,0,1,1,0,11,14,108,110,104,103,0
0.706,0.667,0.467,0.333,2,0,1,0,1,1,0,1,20,10,110,107,106,108,1
0.714,0.778,0.389,0.214,3,1,1,1,1,0,1,0,22,8,117,106,99,102,1
0.625,0.5,0.429,0.294,4,0,0,1,1,0,1,1,16,9,107,106,96,104,1
0.824,0.706,0.667,0.214,1,1,1,0,0,0,1,0,24,13,103,98,102,100,0
0.562,0.2,0.429,0.529,2,2,0,0,1,1,0,1,10,13,104,106,100,102,0
0.786,0.333,0.529,0.5,1,2,0,1,1,0,0,1,15,15,107,107,110,111,1
0.733,0.867,0.824,0.467,1,3,1,0,1,1,1,1,22,19,114,103,101,97,1
0.647,0.467,0.6,0.471,3,1,0,1,1,0,1,0,16,15,108,107,102,101,0
0.333,0.286,0.267,0.235,0,2,0,0,0,0,0,0,8,6,97,101,103,109,1
0.667,0.467,0.4,0.188,1,3,0,1,1,1,1,1,15,7,104,104,97,105,0
0.467,0.333,0.471,0.571,1,1,0,1,0,0,0,0,11,14,106,110,103,101,0
0.533,0.5,0.667,0.312,0,2,1,1,0,0,0,1,14,13,108,108,101,99,0
0.833,0.556,0.438,0.4,4,0,1,0,0,1,1,0,18,11,110,103,108,110,1
0.571,0.5,0.467,0.4,0,2,1,1,0,1,0,1,15,11,105,103,104,106,1
0.529,0.2,0.471,0.6,1,1,0,1,0,1,1,0,10,15,104,106,103,100,0
0.722,0.667,0.667,0.267,1,1,1,1,1,0,1,0,21,14,111,107,103,99,1
0.75,0.867,0.625,0.467,1,1,1,0,1,0,1,1,23,15,115,103,104,104,1
0.368,0.286,0.778,0.706,1,1,1,0,0,1,0,0,9,24,97,101,103,98,0
0.429,0.556,0.467,0.375,0,2,1,0,0,1,1,1,14,11,100,102,104,106,1
0.647,0.5,0.278,0.375,2,2,1,0,0,0,1,0,17,9,107,106,106,114,0
0.7,0.25,0.667,0.353,1,1,1,1,1,1,1,0,15,14,104,103,102,100,1
0.824,0.438,0.389,0.2,4,0,0,0,0,1,1,0,19,8,101,98,99,103,1
0.438,0.375,0.611,0.467,1,3,0,0,0,0,1,1,11,16,107,110,108,107,0
0.6,0.5,0.438,0.333,3,0,1,0,1,0,0,0,16,11,102,101,105,110,1
0.846,0.556,0.429,0.278,0,2,1,0,1,1,0,0,19,9,111,102,96,105,1
0.6,0.5,0.737,0.667,2,2,1,1,1,1,0,1,16,22,105,102,111,107,0
0.267,0.222,0.467,0.556,1,3,0,1,0,1,0,0,6,15,103,108,100,101,1
0.4,0.235,0.5,0.5,4,0,1,0,1,1,1,0,8,14,98,105,108,109,1
0.5,0.2,0.714,0.25,3,1,0,1,0,1,0,1,10,16,104,106,104,103,1
0.389,0.188,0.278,0.412,3,0,0,1,0,0,1,0,8,10,99,103,106,114,0
0.765,0.867,0.667,0.25,2,2,1,0,1,1,1,0,24,14,115,104,103,100,1
0.611,0.5,0.778,0.722,3,1,1,1,0,0,0,1,17,25,108,106,103,98,0
0.467,0.312,0.733,0.778,1,3,0,1,0,1,1,1,10,23,106,109,116,105,0
0.611,0.5,0.471,0.625,1,3,0,1,1,1,0,1,17,16,107,106,102,100,1
0.667,0.333,0.8,0.333,4,0,0,1,1,0,1,1,14,16,102,100,107,107,1
0.833,0.438,0.467,0.353,2,1,1,0,0,0,0,1,20,11,101,98,103,105,1
0.625,0.438,0.737,0.688,1,3,0,1,0,1,0,1,15,23,104,105,111,107,1
0.5,0.471,0.429,0.263,1,1,0,0,0,0,1,1,14,9,109,109,96,105,0
0.562,0.5,0.529,0.471,1,1,0,0,1,1,1,0,16,15,105,103,110,111,1
0.312,0.222,0.579,0.5,2,2,1,0,0,1,0,0,7,17,103,108,108,106,0
0.778,0.737,0.467,0.526,3,0,1,0,1,1,0,1,26,15,103,98,100,102,0
0.412,0.375,0.429,0.3,1,1,0,1,0,0,0,0,11,10,107,110,96,105,0
0.438,0.235,0.438,0.316,1,2,1,0,1,0,1,0,9,11,98,106,106,110,1
0.526,0.2,0.857,0.556,1,2,1,1,0,1,0,1,11,20,104,105,110,102,0
0.368,0.188,0.625,0.5,1,1,0,1,0,1,0,1,8,17,99,102,102,102,1
0.8,0.316,0.632,0.5,3,1,0,1,1,0,0,1,16,18,107,107,107,106,0
0.733,0.789,0.35,0.286,4,0,1,0,1,1,1,0,24,9,116,105,97,101,1
0.778,0.867,0.438,0.312,4,0,1,0,1,0,1,0,25,10,115,104,106,109,0
0.467,0.333,0.278,0.444,2,2,0,1,0,1,0,0,11,11,103,106,106,113,1
0.688,0.333,0.667,0.235,4,0,1,0,0,0,1,1,15,14,101,100,102,100,1
0.471,0.588,0.842,0.438,0,3,0,1,1,1,1,0,16,21,102,100,101,98,0
0.737,0.647,0.471,0.235,1,3,0,1,1,1,1,1,23,10,111,107,99,105,1
0.714,0.231,0.737,0.737,1,3,0,0,1,1,1,1,16,26,104,103,103,98,1
0.471,0.471,0.857,0.579,0,4,0,1,0,1,0,1,14,21,108,109,111,102,0
0.278,0.421,0.35,0.267,2,2,0,0,1,0,1,1,11,9,106,113,96,101,1
